rowid;sy_snum;sy_pnum;disc_year;pl_ntranspec;st_nrvc;st_nspec;pl_nespec;st_nphot;ra;dec;glon;elon;glat;elat;st_mass;pl_radelim;pl_rade;pl_radj;pl_radjlim;sy_dist;pl_bmasse;pl_bmassj;pl_bmasselim;pl_bmassjlim;pl_denslim;pl_dens;sy_disterr2;sy_disterr1;pl_nnotes;sy_kmag;st_teff;st_tefflim;sy_vmag;sy_hmag;sy_tmag;sy_vmagerr1;sy_tmagerr1;sy_tmagerr2;sy_pmdec;sy_pm;sy_pmra;sy_vmagerr2;st_lum;sy_pmdecerr1;sy_pmerr1;sy_pmraerr1;sy_jmag;st_rad;sy_hmagerr2;sy_hmagerr1;st_logg;st_logglim;pl_orbper;pl_orbperlim;sy_pmraerr2;sy_pmdecerr2;sy_pmerr2;sy_kmagerr1;sy_jmagerr2;sy_jmagerr1;sy_kmagerr2;sy_gaiamag;sy_gaiamagerr2;sy_gaiamagerr1;st_masserr1;pl_orbsmaxlim;pl_orbsmax;st_masserr2;sy_plxerr2;sy_plx;sy_plxerr1;sy_bmag;sy_bmagerr1;sy_bmagerr2;st_tefferr1;st_raderr1;st_tefferr2;st_raderr2;st_loggerr1;st_loggerr2;st_met;st_metlim;sy_w2mag;sy_w3mag;sy_w4mag;sy_w1mag;st_dens;sy_w2magerr1;sy_w1magerr1;st_denserr1;st_denserr2;pl_orbpererr1;pl_orbpererr2;st_meterr2;st_meterr1;pl_orbeccenlim;pl_orbeccen;sy_w2magerr2;sy_w1magerr2
25;1;3;2009;0;9;3;0;1;164,864761;40,430493;175,783050;149,068310;63,367700;31,061220;1,060000;0,000000;13,500000;1,200000;0,000000;13,796700;521,220000;1,640000;0,000000;0,000000;0,000000;1,160000;-0,028900;0,028900;nan;3,750000;5872,000000;0,000000;5,033520;3,736000;4,469800;0,023000;0,007300;-0,007300;55,013900;322,370857;-317,642000;-0,023000;0,198000;0,249541;0,203139;0,201582;3,960000;1,210000;-0,224000;0,224000;4,300000;0,000000;14002,000000;0,000000;-0,201582;-0,249541;-0,203139;0,340000;-0,296000;0,296000;-0,340000;4,878370;-0,003829;0,003829;0,130000;0,000000;11,600000;-0,140000;-0,150701;72,452800;0,150701;5,646000;0,021000;-0,021000;92,940000;0,040000;-113,530000;-0,060000;0,070000;-0,070000;0,040000;0,000000;3,143000;3,586000;3,553000;3,556000;0,836620;0,314000;0,353000;0,159240;-0,153760;4018,000000;-5095,000000;-0,100000;0,100000;0,000000;0,160000;nan;nan
26;3;1;2015;0;0;0;0;1;69,400742;-2,473825;198,612970;67,309740;-30,657640;-24,305320;1,750000;0,000000;13,400000;1,190000;0,000000;29,757500;635,660000;2,000000;0,000000;0,000000;0,000000;1,450000;-0,120300;0,121300;5,000000;4,537000;7295,000000;0,000000;5,211490;4,770000;4,957400;0,023000;0,006500;-0,006500;-63,832900;77,728795;44,352300;-0,023000;0,850000;0,178120;0,195429;0,227124;4,744000;1,490000;-0,076000;0,076000;4,310000;0,000000;11688,000000;0,000000;-0,227124;-0,178120;-0,195429;0,024000;-0,037000;0,037000;-0,024000;5,158060;-0,002308;0,002308;0,050000;0,000000;13,200000;-0,050000;-0,135431;33,577000;0,135431;5,486000;0,023000;-0,023000;120,090000;0,050000;-98,990000;-0,060000;0,090000;-0,070000;-0,027000;0,000000;4,310000;4,575000;4,390000;4,543000;0,707120;0,117000;0,210000;0,159740;-0,134680;6209,250000;-3287,250000;-0,045000;0,045000;0,000000;0,450000;-0,117000;-0,210000
27;1;1;1995;0;5;4;0;1;344,367540;20,769096;90,063740;354,285120;-34,727500;25,186330;1,030000;0,000000;14,300000;1,270000;0,000000;15,461400;146,201800;0,460000;0,000000;0,000000;0,000000;0,275000;-0,029700;0,029700;1,000000;3,911000;5758,000000;0,000000;5,453090;4,234000;4,857600;0,023000;0,006900;-0,006900;62,094000;216,460340;207,363000;-0,023000;0,136000;0,166006;0,204079;0,207151;4,655000;1,180000;-0,270000;0,270000;4,310000;0,000000;4,230785;0,000000;-0,207151;-0,166006;-0,204079;0,021000;-0,296000;0,296000;-0,021000;5,286470;-0,002768;0,002768;0,170000;0,000000;0,052700;-0,090000;-0,123201;64,648800;0,123201;6,104000;0,020000;-0,020000;101,620000;0,070000;-119,620000;-0,040000;0,080000;-0,060000;0,180000;0,000000;3,624000;3,929000;3,904000;3,909000;0,893740;0,246000;0,387000;0,196190;-0,150140;0,000036;-0,000036;-0,100000;0,100000;0,000000;0,013000;-0,246000;-0,387000
28;2;5;1996;0;9;11;0;1;133,146837;28,329815;196,795260;127,726820;37,696630;10,365550;0,910000;0,000000;13,900000;1,240000;0,000000;12,585500;263,978500;0,830600;0,000000;0,000000;0,000000;0,540000;-0,012300;0,012400;4,000000;4,015000;5172,000000;0,000000;5,950840;4,265000;5,205800;0,023000;0,006100;-0,006100;-233,651000;539,132999;-485,872000;-0,023000;-0,197000;0,109171;0,129580;0,133857;4,768000;0,940000;-0,234000;0,234000;4,430000;0,000000;14,651600;0,000000;-0,133857;-0,109171;-0,129580;0,036000;-0,244000;0,244000;-0,036000;5,729730;-0,000852;0,000852;0,020000;0,000000;0,113400;-0,020000;-0,077665;79,427400;0,077665;6,816000;0,019000;-0,019000;18,000000;0,010000;-18,000000;-0,010000;0,020000;-0,020000;0,350000;0,000000;3,296000;4,051000;4,014000;4,001000;1,418510;0,174000;0,318000;0,537870;-0,217450;0,000100;-0,000100;-0,100000;0,100000;0,000000;0,000000;nan;nan
29;2;5;2004;0;9;11;0;1;133,146837;28,329815;196,795260;127,726820;37,696630;10,365550;0,910000;0,000000;8,510000;0,760000;0,000000;12,585500;54,473800;0,171400;0,000000;0,000000;0,000000;0,486000;-0,012300;0,012400;4,000000;4,015000;5172,000000;0,000000;5,950840;4,265000;5,205800;0,023000;0,006100;-0,006100;-233,651000;539,132999;-485,872000;-0,023000;-0,197000;0,109171;0,129580;0,133857;4,768000;0,940000;-0,234000;0,234000;4,430000;0,000000;44,398900;0,000000;-0,133857;-0,109171;-0,129580;0,036000;-0,244000;0,244000;-0,036000;5,729730;-0,000852;0,000852;0,020000;0,000000;0,237300;-0,020000;-0,077665;79,427400;0,077665;6,816000;0,019000;-0,019000;18,000000;0,010000;-18,000000;-0,010000;0,020000;-0,020000;0,350000;0,000000;3,296000;4,051000;4,014000;4,001000;1,418510;0,174000;0,318000;0,537870;-0,217450;0,004200;-0,004300;-0,100000;0,100000;0,000000;0,030000;nan;nan
30;2;5;2002;0;9;11;0;1;133,146837;28,329815;196,795260;127,726820;37,696630;10,365550;0,910000;0,000000;13,000000;1,160000;0,000000;12,585500;1232,493000;3,878000;0,000000;0,000000;0,000000;3,080000;-0,012300;0,012400;4,000000;4,015000;5172,000000;0,000000;5,950840;4,265000;5,205800;0,023000;0,006100;-0,006100;-233,651000;539,132999;-485,872000;-0,023000;-0,197000;0,109171;0,129580;0,133857;4,768000;0,940000;-0,234000;0,234000;4,430000;0,000000;5574,200000;0,000000;-0,133857;-0,109171;-0,129580;0,036000;-0,244000;0,244000;-0,036000;5,729730;-0,000852;0,000852;0,020000;0,000000;5,957000;-0,020000;-0,077665;79,427400;0,077665;6,816000;0,019000;-0,019000;18,000000;0,010000;-18,000000;-0,010000;0,020000;-0,020000;0,350000;0,000000;3,296000;4,051000;4,014000;4,001000;1,418510;0,174000;0,318000;0,537870;-0,217450;93,800000;-88,600000;-0,100000;0,100000;0,000000;0,130000;nan;nan
31;2;5;2004;40;9;11;3;1;133,146837;28,329815;196,795260;127,726820;37,696630;10,365550;0,910000;0,000000;1,875000;0,167000;0,000000;12,585500;7,990000;0,025140;0,000000;0,000000;0,000000;6,660000;-0,012300;0,012400;6,000000;4,015000;5172,000000;0,000000;5,950840;4,265000;5,205800;0,023000;0,006100;-0,006100;-233,651000;539,132999;-485,872000;-0,023000;-0,197000;0,109171;0,129580;0,133857;4,768000;0,940000;-0,234000;0,234000;4,430000;0,000000;0,736547;0,000000;-0,133857;-0,109171;-0,129580;0,036000;-0,244000;0,244000;-0,036000;5,729730;-0,000852;0,000852;0,020000;0,000000;0,015440;-0,020000;-0,077665;79,427400;0,077665;6,816000;0,019000;-0,019000;18,000000;0,010000;-18,000000;-0,010000;0,020000;-0,020000;0,350000;0,000000;3,296000;4,051000;4,014000;4,001000;1,410000;0,174000;0,318000;0,150000;-0,100000;0,000001;-0,000001;-0,100000;0,100000;0,000000;0,050000;nan;nan
32;2;5;2007;0;9;11;0;1;133,146837;28,329815;196,795260;127,726820;37,696630;10,365550;0,910000;0,000000;7,590000;0,677000;0,000000;12,585500;44,812000;0,141000;0,000000;0,000000;0,000000;0,563000;-0,012300;0,012400;4,000000;4,015000;5172,000000;0,000000;5,950840;4,265000;5,205800;0,023000;0,006100;-0,006100;-233,651000;539,132999;-485,872000;-0,023000;-0,197000;0,109171;0,129580;0,133857;4,768000;0,940000;-0,234000;0,234000;4,430000;0,000000;259,880000;0,000000;-0,133857;-0,109171;-0,129580;0,036000;-0,244000;0,244000;-0,036000;5,729730;-0,000852;0,000852;0,020000;0,000000;0,770800;-0,020000;-0,077665;79,427400;0,077665;6,816000;0,019000;-0,019000;18,000000;0,010000;-18,000000;-0,010000;0,020000;-0,020000;0,350000;0,000000;3,296000;4,051000;4,014000;4,001000;1,418510;0,174000;0,318000;0,537870;-0,217450;0,290000;-0,290000;-0,100000;0,100000;0,000000;0,080000;nan;nan
33;1;1;2008;0;1;0;0;1;97,696031;58,161175;156,972860;94,938640;20,189180;34,853760;1,440000;0,000000;13,400000;1,190000;0,000000;54,659900;638,838300;2,010000;0,000000;0,000000;0,000000;1,460000;-0,273400;0,273400;1,000000;3,701000;4938,000000;0,000000;5,873070;3,825000;5,043600;0,023000;0,006100;-0,006100;-338,678000;340,041540;-30,421400;-0,023000;1,176000;0,071066;0,071317;0,097564;4,272000;5,200000;-0,252000;0,252000;3,190000;0,000000;934,300000;0,000000;-0,097564;-0,071066;-0,071317;0,300000;-0,254000;0,254000;-0,300000;5,606860;-0,001085;0,001085;nan;0,000000;2,110000;nan;-0,090810;18,266800;0,090810;6,796000;0,019000;-0,019000;nan;nan;nan;nan;nan;nan;-0,130000;0,000000;2,916000;3,689000;3,589000;3,662000;nan;0,138000;0,508000;nan;nan;8,600000;-8,600000;-0,020000;0,020000;0,000000;0,073000;nan;nan
34;1;3;2009;0;6;9;0;1;199,596455;-18,315774;311,851770;205,004630;44,088750;-9,303800;0,940000;0,000000;2,110000;0,188000;0,000000;8,503320;5,100000;0,016000;0,000000;0,000000;0,000000;2,980000;-0,017300;0,017370;nan;2,956000;5577,000000;0,000000;4,695500;2,974000;4,085000;0,046200;0,008200;-0,008200;-1063,000000;1508,841627;-1070,810000;-0,046200;-0,095000;0,395412;0,393383;0,391373;3,334000;0,960000;-0,176000;0,176000;4,340000;0,000000;4,215000;0,000000;-0,391373;-0,395412;-0,393383;0,236000;-0,200000;0,200000;-0,236000;4,540520;-0,005570;0,005570;0,030000;0,000000;0,050201;-0,030000;-0,237902;117,573000;0,237902;0,072000;0,244000;-0,244000;33,000000;0,010000;-33,000000;-0,010000;0,030000;-0,030000;-0,010000;0,000000;2,791000;3,091000;2,986000;2,144000;1,449330;0,524000;nan;0,296110;-0,278770;0,000600;-0,000600;nan;nan;0,000000;0,120000;nan;nan
35;1;3;2009;0;6;9;0;1;199,596455;-18,315774;311,851770;205,004630;44,088750;-9,303800;0,940000;0,000000;4,460000;0,398000;0,000000;8,503320;18,200000;0,057000;0,000000;0,000000;0,000000;1,130000;-0,017300;0,017370;nan;2,956000;5577,000000;0,000000;4,695500;2,974000;4,085000;0,046200;0,008200;-0,008200;-1063,000000;1508,841627;-1070,810000;-0,046200;-0,095000;0,395412;0,393383;0,391373;3,334000;0,960000;-0,176000;0,176000;4,340000;0,000000;38,021000;0,000000;-0,391373;-0,395412;-0,393383;0,236000;-0,200000;0,200000;-0,236000;4,540520;-0,005570;0,005570;0,030000;0,000000;0,217500;-0,030000;-0,237902;117,573000;0,237902;0,072000;0,244000;-0,244000;33,000000;0,010000;-33,000000;-0,010000;0,030000;-0,030000;-0,010000;0,000000;2,791000;3,091000;2,986000;2,144000;1,449330;0,524000;nan;0,296110;-0,278770;0,034000;-0,034000;nan;nan;0,000000;0,140000;nan;nan
36;1;3;2009;0;6;9;0;1;199,596455;-18,315774;311,851770;205,004630;44,088750;-9,303800;0,940000;0,000000;5,110000;0,456000;0,000000;8,503320;22,900000;0,072000;0,000000;0,000000;0,000000;0,943000;-0,017300;0,017370;nan;2,956000;5577,000000;0,000000;4,695500;2,974000;4,085000;0,046200;0,008200;-0,008200;-1063,000000;1508,841627;-1070,810000;-0,046200;-0,095000;0,395412;0,393383;0,391373;3,334000;0,960000;-0,176000;0,176000;4,340000;0,000000;123,010000;0,000000;-0,391373;-0,395412;-0,393383;0,236000;-0,200000;0,200000;-0,236000;4,540520;-0,005570;0,005570;0,030000;0,000000;0,476000;-0,030000;-0,237902;117,573000;0,237902;0,072000;0,244000;-0,244000;33,000000;0,010000;-33,000000;-0,010000;0,030000;-0,030000;-0,010000;0,000000;2,791000;3,091000;2,986000;2,144000;1,449330;0,524000;nan;0,296110;-0,278770;0,550000;-0,550000;nan;nan;0,000000;0,350000;nan;nan
37;1;2;2011;0;1;0;0;1;99,171276;-19,256181;228,688760;101,738450;-11,795970;-42,322340;1,340000;0,000000;13,400000;1,200000;0,000000;19,810100;587,985500;1,850000;0,000000;0,000000;0,000000;1,340000;-0,164800;0,164800;0,000000;1,564000;4826,000000;0,000000;3,950000;1,679000;3,067700;0,030000;1,869200;-1,869200;-72,806500;95,622931;61,991600;-0,030000;1,063000;0,594377;0,599678;0,606915;2,173000;4,870000;-0,234000;0,234000;3,190000;0,000000;735,100000;0,000000;-0,606915;-0,594377;-0,599678;0,252000;-0,244000;0,244000;-0,252000;3,678530;-0,004135;0,004135;0,110000;0,000000;1,758000;-0,120000;-0,416775;50,457100;0,416775;5,013000;0,017000;-0,017000;45,000000;0,170000;-55,000000;-0,140000;0,060000;-0,070000;0,210000;0,000000;-0,525000;1,653000;1,541000;-0,682000;nan;nan;nan;nan;nan;14,800000;-1,000000;-0,100000;0,100000;0,000000;0,060000;nan;nan
38;1;2;2019;0;1;0;0;1;99,171276;-19,256181;228,688760;101,738450;-11,795970;-42,322340;1,340000;0,000000;13,900000;1,240000;0,000000;19,810100;276,512100;0,870000;0,000000;0,000000;0,000000;0,566000;-0,164800;0,164800;0,000000;1,564000;4826,000000;0,000000;3,950000;1,679000;3,067700;0,030000;1,869200;-1,869200;-72,806500;95,622931;61,991600;-0,030000;1,063000;0,594377;0,599678;0,606915;2,173000;4,870000;-0,234000;0,234000;3,190000;0,000000;996,000000;0,000000;-0,606915;-0,594377;-0,599678;0,252000;-0,244000;0,244000;-0,252000;3,678530;-0,004135;0,004135;0,110000;0,000000;2,153000;-0,120000;-0,416775;50,457100;0,416775;5,013000;0,017000;-0,017000;45,000000;0,170000;-55,000000;-0,140000;0,060000;-0,070000;0,210000;0,000000;-0,525000;1,653000;1,541000;-0,682000;nan;nan;nan;nan;nan;1,500000;-52,400000;-0,100000;0,100000;0,000000;0,080000;nan;nan
39;1;1;1996;0;5;2;0;1;202,106490;13,776309;337,657490;194,970870;74,099100;21,338100;1,090000;0,000000;12,600000;1,130000;0,000000;17,901100;2380,450000;7,490000;0,000000;0,000000;0,000000;6,540000;-0,055700;0,056000;nan;3,500000;5495,000000;0,000000;4,968080;3,457000;4,294300;0,023000;0,007500;-0,007500;-576,283000;622,568512;-235,562000;-0,023000;0,451000;0,238095;0,260047;0,364791;3,798000;1,890000;-0,206000;0,206000;3,950000;0,000000;116,688000;0,000000;-0,364791;-0,238095;-0,260047;0,294000;-0,286000;0,286000;-0,294000;4,761780;-0,004416;0,004416;nan;0,000000;0,481000;nan;-0,172997;55,834700;0,172997;5,678000;0,020000;-0,020000;nan;nan;nan;nan;nan;nan;-0,090000;0,000000;2,951000;3,257000;3,186000;2,490000;0,190240;0,439000;nan;0,050190;-0,032110;0,005400;-0,005400;-0,030000;0,030000;0,000000;0,398800;nan;nan
40;2;1;2012;0;1;0;0;1;38,039160;-1,035027;169,944180;35,325250;-54,441770;-15,167590;2,490000;0,000000;13,100000;1,170000;0,000000;82,961300;953,490000;3,000000;0,000000;0,000000;0,000000;2,330000;-0,723650;0,723650;1,000000;3,207000;4846,000000;0,000000;5,353200;3,318000;4,505400;0,023000;0,007200;-0,007200;-30,485100;38,564396;-23,619300;-0,023000;1,730000;0,172733;0,182265;0,197124;3,931000;10,500000;-0,214000;0,214000;2,630000;0,000000;691,900000;0,000000;-0,197124;-0,172733;-0,182265;0,272000;-0,262000;0,262000;-0,272000;5,093430;-0,003932;0,003932;0,020000;0,000000;2,100000;-0,270000;-0,104350;12,026400;0,104350;6,366000;0,018000;-0,018000;18,000000;1,000000;-18,000000;-1,000000;0,050000;-0,050000;0,000000;0,000000;2,791000;3,038000;2,988000;2,101000;nan;0,494000;nan;nan;nan;3,600000;-3,600000;-0,040000;0,040000;0,000000;0,117000;-0,494000;nan
41;1;1;2015;0;0;0;0;1;224,201685;74,900938;112,794920;130,655180;39,660990;73,344970;1,440000;0,000000;13,600000;1,220000;0,000000;162,552000;416,357300;1,310000;0,000000;0,000000;0,000000;0,910000;-0,646000;0,651000;1,000000;4,515000;4847,000000;0,000000;6,832950;4,749000;5,967610;0,023000;0,006400;-0,006400;3,570690;13,283606;12,794700;-0,023000;1,725000;0,044128;0,053210;0,053853;5,069000;10,300000;-0,036000;0,036000;2,570000;0,000000;93,400000;0,000000;-0,053853;-0,044128;-0,053210;0,020000;-0,027000;0,027000;-0,020000;6,558960;-0,000237;0,000237;0,190000;0,000000;0,490000;-0,190000;-0,024355;6,123040;0,024355;7,834000;0,019000;-0,019000;7,000000;0,570000;-7,000000;-0,570000;0,030000;-0,030000;-0,030000;0,000000;4,187000;4,473000;4,415000;4,468000;nan;0,117000;0,263000;nan;nan;4,500000;-4,500000;nan;nan;0,000000;0,060000;-0,117000;-0,263000
42;1;1;2008;0;1;0;0;1;39,424355;-3,396361;174,486970;35,894060;-55,249950;-17,849790;2,400000;0,000000;12,800000;1,140000;0,000000;101,260000;1684,400000;5,300000;0,000000;0,000000;0,000000;4,410000;-1,222000;1,222000;0,000000;3,266000;4785,000000;0,000000;5,643070;3,386000;4,778530;0,023000;0,007400;-0,007400;-43,331100;60,391285;42,065700;-0,023000;1,778000;0,196973;0,193711;0,190188;3,940000;11,000000;-0,234000;0,234000;2,350000;0,000000;952,700000;0,000000;-0,190188;-0,196973;-0,193711;0,258000;-0,266000;0,266000;-0,258000;5,375880;-0,003106;0,003106;0,100000;0,000000;2,500000;-0,400000;-0,118279;9,848950;0,118279;6,675000;0,019000;-0,019000;25,000000;2,000000;-25,000000;-1,000000;0,080000;-0,080000;-0,060000;0,000000;3,036000;3,297000;3,242000;3,313000;nan;0,275000;0,507000;nan;nan;8,800000;-8,800000;-0,030000;0,030000;0,000000;0,206000;-0,275000;-0,507000
43;3;1;2013;0;0;0;0;1;348,974503;-9,087808;67,074160;346,306210;-61,113270;-4,002280;1,400000;0,000000;13,100000;1,170000;0,000000;44,030400;1017,000000;3,200000;0,000000;0,000000;0,000000;2,490000;-0,513250;0,513250;3,000000;1,597000;4665,000000;0,000000;4,239460;1,690000;3,322100;0,023000;1,968300;-1,968300;-17,166900;368,771790;368,372000;-0,023000;1,692000;0,464771;0,489669;0,489722;2,263000;11,000000;-0,216000;0,216000;2,520000;0,000000;181,400000;0,000000;-0,489722;-0,464771;-0,489669;0,236000;-0,246000;0,246000;-0,236000;3,953110;-0,008843;0,008843;0,100000;0,000000;0,700000;-0,100000;-0,262724;22,688400;0,262724;5,350000;0,016000;-0,016000;18,000000;0,100000;-18,000000;-0,100000;0,050000;-0,050000;-0,030000;0,000000;0,108000;1,790000;1,698000;-0,368000;nan;nan;nan;nan;nan;0,100000;-0,100000;-0,100000;0,100000;0,000000;0,027000;nan;nan
44;1;1;2022;0;0;0;0;0;73,941045;30,551089;172,499160;76,084100;-7,980820;7,884310;2,400000;0,000000;12,500000;1,120000;0,000000;162,127000;2860,455660;9,000000;0,000000;0,000000;0,000000;8,050000;-1,498000;1,526000;1,000000;4,230000;9770,000000;0,000000;7,076000;5,062000;6,943210;0,042000;0,006900;-0,006900;-24,111600;24,429161;3,926150;-0,042000;1,771000;0,067532;0,068444;0,096729;5,936000;2,960000;-0,020000;0,020000;3,770000;0,000000;nan;nan;-0,096729;-0,067532;-0,068444;0,016000;-0,018000;0,018000;-0,016000;7,078540;-0,001049;0,001049;0,200000;0,000000;93,900000;-0,200000;-0,057095;6,139960;0,057095;7,193000;0,133282;-0,133282;100,000000;0,100000;-100,000000;-0,070000;0,090000;-0,070000;nan;nan;1,669000;0,542000;-1,723000;3,289000;0,103300;nan;0,450000;0,023500;-0,017460;nan;nan;nan;nan;0,000000;0,400000;nan;-0,450000
45;1;1;2005;0;0;0;0;1;94,803921;-58,054118;266,943470;106,859530;-26,930810;-81,211650;0,900000;0,000000;12,300000;1,100000;0,000000;50,047500;4290,500000;13,500000;0,000000;0,000000;0,000000;12,700000;-0,073300;0,073500;1,000000;6,981000;5285,000000;0,000000;9,130000;7,088000;8,276300;0,030000;0,006200;-0,006200;45,072100;47,297973;14,338900;-0,030000;-0,226000;0,063108;0,063036;0,062320;7,576000;1,000000;-0,021000;0,021000;4,530000;0,000000;nan;nan;-0,062320;-0,063108;-0,063036;0,024000;-0,024000;0,024000;-0,024000;8,837800;-0,001332;0,001332;0,100000;0,000000;260,000000;-0,100000;-0,029085;19,952100;0,029085;10,148000;0,094000;-0,094000;10,000000;0,030000;-9,000000;-0,020000;0,010000;-0,010000;0,040000;0,000000;6,888000;6,858000;6,829000;6,897000;1,120140;0,020000;0,060000;0,345830;-0,233850;nan;nan;-0,020000;0,020000;nan;nan;-0,020000;-0,060000
46;1;1;2023;0;0;2;0;1;81,769922;-11,901175;214,374350;80,143190;-24,041160;-35,059390;1,200000;0,000000;13,100000;1,170000;0,000000;26,856400;1017,050900;3,200000;0,000000;0,000000;0,000000;2,490000;-0,018800;0,018900;2,000000;4,926000;6130,000000;0,000000;6,332000;5,087000;5,793200;0,035000;0,006100;-0,006100;-49,314700;52,182048;17,059500;-0,035000;0,290000;0,047965;0,047566;0,044095;5,268000;1,250000;-0,026000;0,026000;4,400000;0,000000;8030,000000;0,000000;-0,044095;-0,047965;-0,047566;0,021000;-0,027000;0,027000;-0,021000;6,186440;-0,001140;0,001140;0,060000;0,000000;8,400000;-0,060000;-0,025933;37,206100;0,025933;6,854000;0,145688;-0,145688;60,000000;0,060000;-60,000000;-0,060000;nan;nan;0,190000;0,000000;4,783000;4,904000;4,803000;4,915000;1,454150;0,060000;0,179000;0,289810;-0,320830;1800,000000;-1800,000000;-0,020000;0,020000;0,000000;0,240000;-0,060000;-0,179000
47;1;2;2020;0;0;1;0;1;311,291137;-31,342450;12,653040;305,306820;-36,804010;-12,824650;0,500000;0,000000;4,070000;0,363000;0,000000;9,722100;20,120000;0,063300;0,000000;0,000000;0,000000;1,320000;-0,004625;0,004625;1,000000;4,529000;3588,000000;0,000000;8,810000;4,831000;6,755000;0,100000;0,032000;-0,032000;-359,895000;456,863085;281,424000;-0,100000;-1,046000;0,053955;0,062801;0,075054;5,436000;0,700000;-0,016000;0,016000;4,390000;0,000000;8,462999;0,000000;-0,075054;-0,053955;-0,062801;0,020000;-0,017000;0,017000;-0,020000;7,840380;-0,000731;0,000731;0,030000;0,000000;0,064500;-0,030000;-0,048561;102,829000;0,048561;10,209000;0,036000;-0,036000;87,000000;0,020000;-87,000000;-0,020000;0,030000;-0,030000;nan;nan;4,008000;4,313000;4,140000;4,449000;1,670000;0,166000;0,277000;0,380000;-0,340000;nan;nan;nan;nan;0,000000;0,186000;nan;nan
48;1;2;2021;0;0;1;0;1;311,291137;-31,342450;12,653040;305,306820;-36,804010;-12,824650;0,500000;0,000000;3,240000;0,289000;0,000000;9,722100;9,600000;0,030200;0,000000;0,000000;0,000000;1,220000;-0,004625;0,004625;2,000000;4,529000;3700,000000;0,000000;8,810000;4,831000;6,755000;0,100000;0,032000;-0,032000;-359,895000;456,863085;281,424000;-0,100000;-1,046000;0,053955;0,062801;0,075054;5,436000;0,750000;-0,016000;0,016000;4,390000;0,000000;18,858991;0,000000;-0,075054;-0,053955;-0,062801;0,020000;-0,017000;0,017000;-0,020000;7,840380;-0,000731;0,000731;0,030000;0,000000;0,110100;-0,030000;-0,048561;102,829000;0,048561;10,209000;0,036000;-0,036000;100,000000;0,030000;-100,000000;-0,030000;0,030000;-0,030000;nan;nan;4,008000;4,313000;4,140000;4,449000;1,670000;0,166000;0,277000;0,380000;-0,340000;nan;nan;nan;nan;0,000000;0,041000;nan;nan
49;1;1;2017;0;0;0;0;0;177,564727;2,760108;269,325220;176,668350;61,573420;1,564290;1,140000;0,000000;12,700000;1,130000;0,000000;1070,630000;2034,112000;6,400000;0,000000;0,000000;0,000000;5,460000;-63,875000;63,875000;0,000000;6,021000;4095,000000;0,000000;9,577000;6,186000;8,201400;0,008000;0,006700;-0,006700;-3,524160;17,928578;-17,578800;-0,008000;2,700000;0,066929;0,089591;0,090383;6,960000;32,350000;-0,042000;0,042000;1,890000;0,000000;481,900000;0,000000;-0,090383;-0,066929;-0,089591;0,021000;-0,021000;0,021000;-0,021000;8,997700;-0,000292;0,000292;0,250000;0,000000;1,300000;-0,250000;-0,054520;0,903403;0,054520;10,795000;0,072000;-0,072000;20,000000;8,820000;-20,000000;-8,820000;0,100000;-0,100000;-0,710000;0,000000;5,976000;5,969000;5,829000;5,956000;nan;0,042000;0,119000;nan;nan;2,700000;-2,800000;-0,090000;0,090000;0,000000;0,200000;-0,042000;-0,119000
